loan_status,previous_loan_defaults_on_file,loan_percent_income,loan_int_rate,person_income,loan_amnt,person_age,person_emp_exp,cb_person_cred_hist_length,credit_score
0,1,0.19,14.54,108889.0,21000.0,28.0,5,9.0,602
1,0,0.21,11.71,100386.0,21000.0,33.0,12,7.0,588
1,0,0.19,12.42,112604.0,21000.0,29.0,6,10.0,621
1,0,0.17,11.01,121738.0,21000.0,28.0,4,5.0,649
0,1,0.15,10.65,141463.0,21000.0,29.0,7,9.0,594
0,1,0.12,12.62,181444.0,21000.0,30.0,5,9.0,536
1,0,0.13,18.79,166273.0,21000.0,34.0,10,10.0,719
1,0,0.51,11.03,40149.0,20500.0,31.0,4,6.0,614
1,0,0.41,12.53,49977.0,20500.0,35.0,12,6.0,706
1,0,0.29,16.82,70832.0,20500.0,28.0,7,5.0,619
1,0,0.31,14.61,65594.0,20500.0,35.0,12,5.0,628
1,0,0.34,6.54,60663.0,20400.0,33.0,9,7.0,655
0,1,0.23,11.49,87624.0,20400.0,29.0,3,7.0,587
1,0,0.54,14.74,37391.0,20200.0,31.0,8,5.0,589
1,0,0.31,17.58,63684.0,20050.0,27.0,3,10.0,625
1,0,0.41,13.11,48586.0,20000.0,32.0,12,5.0,717
1,0,0.41,6.91,49045.0,20000.0,27.0,5,8.0,498
1,0,0.39,13.57,51348.0,20000.0,31.0,6,6.0,703
1,0,0.45,11.01,44847.0,20000.0,32.0,10,8.0,629
1,0,0.36,11.86,55041.0,20000.0,30.0,7,7.0,652
0,0,0.15,6.99,25024.0,3800.0,30.0,10,5.0,660
0,0,0.22,7.66,25019.0,5500.0,35.0,10,8.0,649
0,1,0.26,5.42,24784.0,6400.0,31.0,8,6.0,548
0,1,0.2,5.79,25285.0,5000.0,29.0,9,7.0,683
1,0,0.33,13.49,60627.0,20000.0,30.0,5,10.0,628
1,0,0.33,11.01,60860.0,20000.0,27.0,1,9.0,545
1,0,0.4,11.01,25086.0,10000.0,28.0,3,7.0,623
0,0,0.2,11.83,24899.0,5000.0,31.0,10,7.0,619
1,0,0.32,11.01,63433.0,20000.0,29.0,5,5.0,698
0,1,0.2,11.83,25363.0,5000.0,31.0,9,5.0,718
0,1,0.2,8.59,24947.0,5000.0,28.0,9,7.0,544
1,0,0.31,10.37,63983.0,20000.0,30.0,5,7.0,580
1,0,0.31,13.04,64731.0,20000.0,33.0,11,10.0,567
1,0,0.3,7.9,65671.0,20000.0,28.0,5,8.0,674
1,0,0.3,11.11,65714.0,20000.0,32.0,8,7.0,653
1,0,0.3,10.99,65761.0,20000.0,27.0,4,8.0,599
1,0,0.3,6.62,67135.0,20000.0,35.0,13,9.0,651
1,0,0.3,13.48,66667.0,20000.0,27.0,6,9.0,629
1,0,0.3,11.83,66945.0,20000.0,32.0,10,7.0,630
1,0,0.29,12.18,68532.0,20000.0,27.0,3,10.0,691
1,0,0.29,11.71,69211.0,20000.0,28.0,3,6.0,701
1,0,0.29,12.53,69450.0,20000.0,33.0,12,10.0,697
1,0,0.32,15.65,62612.0,20000.0,28.0,8,8.0,679
1,0,0.28,9.91,70604.0,20000.0,29.0,9,10.0,623
1,0,0.28,14.72,70643.0,20000.0,30.0,6,5.0,696
1,0,0.28,7.51,71976.0,20000.0,31.0,6,10.0,682
1,0,0.27,10.99,73267.0,20000.0,28.0,3,10.0,550
1,0,0.3,14.84,65862.0,20000.0,30.0,10,9.0,619
1,0,0.27,10.99,73061.0,20000.0,27.0,7,6.0,606
1,0,0.3,16.0,65986.0,20000.0,27.0,4,6.0,585
1,0,0.27,12.21,73032.0,20000.0,27.0,3,5.0,692
1,0,0.27,10.51,72786.0,20000.0,27.0,9,7.0,711
0,1,0.13,13.06,25786.0,3300.0,34.0,12,10.0,599
0,0,0.08,7.88,25379.0,2075.0,28.0,6,8.0,635
1,0,0.29,18.25,67916.0,20000.0,28.0,5,6.0,654
1,0,0.29,18.62,67987.0,20000.0,28.0,7,7.0,692
0,0,0.43,11.03,25859.0,11000.0,31.0,7,10.0,673
0,1,0.04,6.76,25491.0,1000.0,31.0,9,6.0,598
0,1,0.24,14.84,25909.0,6250.0,33.0,11,7.0,664
1,0,0.26,14.61,76733.0,20000.0,28.0,5,9.0,561
1,0,0.25,8.9,78870.0,20000.0,29.0,6,10.0,641
1,0,0.25,10.65,78875.0,20000.0,31.0,11,8.0,633
1,0,0.25,11.01,78884.0,20000.0,27.0,8,5.0,608
1,0,0.25,11.99,78995.0,20000.0,30.0,10,8.0,675
0,1,0.27,10.62,26415.0,7000.0,35.0,14,8.0,718
1,0,0.25,13.8,78839.0,20000.0,32.0,8,6.0,596
1,0,0.25,6.54,79222.0,20000.0,34.0,12,5.0,692
1,0,0.28,20.0,71350.0,20000.0,29.0,5,5.0,724
0,0,0.25,8.9,80383.0,20000.0,32.0,11,9.0,573
0,0,0.25,10.62,80180.0,20000.0,27.0,5,9.0,708
0,0,0.25,11.71,81480.0,20000.0,34.0,13,9.0,672
0,1,0.25,14.26,81493.0,20000.0,27.0,8,10.0,641
0,1,0.24,11.01,81704.0,20000.0,34.0,12,5.0,658
1,0,0.26,13.92,76608.0,20000.0,30.0,4,9.0,604
0,1,0.23,11.01,85221.0,20000.0,34.0,12,9.0,530
0,1,0.24,11.01,84921.0,20000.0,27.0,2,5.0,625
0,0,0.24,13.85,84859.0,20000.0,29.0,7,5.0,662
0,0,0.23,11.48,85371.0,20000.0,27.0,8,9.0,713
0,0,0.23,11.48,87325.0,20000.0,28.0,9,6.0,686
0,1,0.23,11.01,87519.0,20000.0,34.0,11,6.0,681
0,1,0.23,8.9,87303.0,20000.0,27.0,3,5.0,663
0,1,0.23,9.25,87233.0,20000.0,27.0,3,10.0,693
1,0,0.29,14.59,68218.0,20000.0,28.0,4,5.0,554
0,0,0.23,11.89,87607.0,20000.0,34.0,13,10.0,735
1,0,0.25,12.21,79904.0,20000.0,27.0,4,5.0,694
0,1,0.23,13.79,87362.0,20000.0,30.0,7,7.0,579
0,0,0.22,9.96,89505.0,20000.0,28.0,8,7.0,637
0,1,0.22,13.49,91294.0,20000.0,28.0,4,5.0,573
0,0,0.22,13.49,91263.0,20000.0,27.0,4,7.0,639
1,0,0.28,10.59,71347.0,20000.0,28.0,9,8.0,697
0,1,0.22,11.01,91385.0,20000.0,27.0,2,6.0,654
1,0,0.24,13.49,83607.0,20000.0,35.0,15,5.0,545
1,0,0.24,17.14,83837.0,20000.0,30.0,8,7.0,672
0,1,0.22,11.11,91008.0,20000.0,28.0,5,7.0,658
0,0,0.22,6.54,90941.0,20000.0,29.0,11,9.0,696
0,1,0.08,11.12,26588.0,2100.0,27.0,7,7.0,608
1,0,0.29,7.51,26418.0,7750.0,29.0,8,10.0,648
0,1,0.22,11.83,91071.0,20000.0,27.0,3,10.0,562
0,1,0.22,12.18,91191.0,20000.0,30.0,8,7.0,579
0,1,0.22,13.16,91118.0,20000.0,28.0,6,9.0,657
0,1,0.16,7.49,26866.0,4200.0,27.0,6,6.0,657
0,1,0.21,12.42,93321.0,20000.0,30.0,12,8.0,660
0,0,0.21,11.11,94217.0,20000.0,29.0,9,9.0,716
0,0,0.21,11.48,94602.0,20000.0,28.0,6,5.0,670
1,0,0.23,13.22,87380.0,20000.0,27.0,3,9.0,598
0,0,0.3,11.49,26912.0,8000.0,28.0,5,5.0,570
1,0,0.23,15.05,88435.0,20000.0,31.0,7,5.0,684
0,0,0.21,13.92,96670.0,20000.0,28.0,5,7.0,628
0,1,0.21,7.49,96894.0,20000.0,27.0,6,9.0,630
0,1,0.21,13.98,96864.0,20000.0,35.0,11,7.0,622
0,0,0.2,14.38,100509.0,20000.0,32.0,10,10.0,672
0,1,0.15,10.62,26800.0,4000.0,27.0,7,9.0,649
0,0,0.2,13.49,101511.0,20000.0,27.0,6,8.0,710
0,1,0.19,13.92,103033.0,20000.0,28.0,4,9.0,668
0,1,0.19,13.92,102998.0,20000.0,28.0,10,9.0,622
0,1,0.19,15.27,102993.0,20000.0,33.0,9,10.0,662
0,1,0.19,10.59,103329.0,20000.0,27.0,7,8.0,693
1,0,0.23,11.83,88555.0,20000.0,29.0,6,9.0,669
0,1,0.19,14.61,102952.0,20000.0,29.0,7,6.0,582
0,1,0.19,7.49,105315.0,20000.0,27.0,3,8.0,663
0,0,0.3,5.42,27613.0,8300.0,29.0,8,7.0,668
0,0,0.19,10.38,106894.0,20000.0,27.0,5,7.0,520
0,1,0.18,11.99,108877.0,20000.0,30.0,5,9.0,695
0,0,0.18,6.54,109155.0,20000.0,27.0,4,9.0,668
0,1,0.18,13.22,108909.0,20000.0,32.0,10,6.0,629
0,0,0.18,13.72,111182.0,20000.0,29.0,5,10.0,673
1,0,0.2,14.84,99025.0,20000.0,32.0,10,6.0,575
1,0,0.2,17.51,98925.0,20000.0,27.0,7,8.0,597
0,0,0.29,6.99,27221.0,8000.0,28.0,5,5.0,663
0,0,0.18,15.31,113469.0,20000.0,34.0,14,5.0,612
0,1,0.09,7.49,27367.0,2500.0,27.0,5,6.0,663
0,1,0.18,14.26,113397.0,20000.0,28.0,5,9.0,669
0,1,0.17,17.19,116217.0,20000.0,31.0,5,8.0,654
0,0,0.17,7.88,115669.0,20000.0,33.0,15,10.0,555
0,1,0.17,14.42,116057.0,20000.0,32.0,12,9.0,736
0,1,0.17,10.95,116814.0,20000.0,31.0,10,9.0,629
0,1,0.09,10.75,26997.0,2400.0,29.0,10,7.0,571
0,0,0.17,13.22,117852.0,20000.0,34.0,13,7.0,676
0,0,0.17,6.91,118562.0,20000.0,33.0,15,5.0,590
0,0,0.07,13.57,27467.0,2000.0,30.0,4,9.0,691
1,0,0.19,11.58,104518.0,20000.0,28.0,6,5.0,650
0,1,0.22,11.89,27354.0,6000.0,30.0,6,8.0,655
0,1,0.19,12.21,27789.0,5375.0,30.0,7,9.0,685
0,1,0.17,12.42,120894.0,20000.0,31.0,8,9.0,599
0,1,0.17,12.69,121138.0,20000.0,27.0,5,5.0,659
0,1,0.17,11.12,120878.0,20000.0,27.0,7,9.0,451
0,0,0.17,13.98,120990.0,20000.0,29.0,8,6.0,642
0,1,0.29,8.59,27725.0,8000.0,29.0,4,9.0,571
0,1,0.17,11.01,120882.0,20000.0,33.0,9,7.0,538
0,1,0.09,11.49,27732.0,2500.0,28.0,7,5.0,692
0,0,0.16,7.9,122160.0,20000.0,31.0,8,10.0,610
0,1,0.16,10.75,121855.0,20000.0,32.0,9,9.0,637
1,0,0.19,17.58,107996.0,20000.0,33.0,11,6.0,628
0,1,0.14,15.27,27827.0,3775.0,35.0,8,6.0,568
0,1,0.16,13.85,123790.0,20000.0,35.0,13,10.0,651
1,0,0.21,14.79,27736.0,5725.0,28.0,4,9.0,584
0,0,0.16,10.62,126745.0,20000.0,27.0,3,9.0,661
0,0,0.16,13.22,128404.0,20000.0,30.0,7,5.0,505
1,0,0.17,14.96,118758.0,20000.0,28.0,6,6.0,663
1,0,0.17,16.0,118331.0,20000.0,27.0,4,8.0,612
0,1,0.15,14.11,132746.0,20000.0,30.0,8,5.0,717
1,0,0.16,17.06,121305.0,20000.0,29.0,5,8.0,546
0,1,0.14,11.11,138866.0,20000.0,30.0,9,7.0,643
0,1,0.09,10.99,28299.0,2500.0,27.0,9,10.0,562
1,0,0.16,18.17,124310.0,20000.0,31.0,10,5.0,689
0,0,0.14,10.46,139678.0,20000.0,29.0,6,9.0,708
1,0,0.19,11.01,108102.0,20000.0,28.0,3,8.0,540
0,1,0.14,13.8,144877.0,20000.0,34.0,10,7.0,657
0,1,0.14,6.54,145019.0,20000.0,27.0,4,9.0,566
1,0,0.15,15.31,130170.0,20000.0,28.0,9,7.0,664
0,1,0.14,14.26,145029.0,20000.0,28.0,5,7.0,582
0,1,0.13,9.25,151002.0,20000.0,27.0,7,8.0,704
1,0,0.15,11.01,136265.0,20000.0,35.0,11,7.0,591
0,0,0.13,11.01,155893.0,20000.0,32.0,8,10.0,705
0,1,0.13,6.62,156742.0,20000.0,33.0,12,10.0,592
1,0,0.16,18.3,121606.0,20000.0,30.0,5,6.0,689
0,1,0.13,12.73,159429.0,20000.0,27.0,5,8.0,701
0,1,0.17,11.48,28837.0,5000.0,27.0,4,8.0,622
0,1,0.12,17.74,163132.0,20000.0,34.0,11,8.0,702
0,0,0.12,13.49,168898.0,20000.0,29.0,8,8.0,668
0,0,0.12,7.9,168841.0,20000.0,27.0,5,6.0,690
0,0,0.12,10.0,168808.0,20000.0,29.0,8,9.0,714
0,1,0.11,8.9,178937.0,20000.0,34.0,13,6.0,550
0,1,0.11,10.74,186923.0,20000.0,31.0,9,6.0,630
0,1,0.11,6.54,188144.0,20000.0,30.0,7,8.0,686
1,0,0.11,11.01,178777.0,20000.0,34.0,13,6.0,674
0,0,0.16,5.79,28765.0,4500.0,31.0,7,9.0,669
0,1,0.09,13.49,210954.0,20000.0,32.0,8,8.0,656
0,0,0.09,14.22,216924.0,20000.0,30.0,11,10.0,701
1,0,0.15,13.92,136409.0,19975.0,28.0,3,9.0,567
1,0,0.3,11.01,65132.0,19850.0,29.0,5,7.0,637
0,0,0.09,11.01,28436.0,2500.0,34.0,16,7.0,682
1,0,0.33,12.42,59940.0,19775.0,30.0,6,10.0,698
0,0,0.02,11.01,22852.0,500.0,33.0,11,6.0,716
0,0,0.05,7.37,15286.0,725.0,27.0,6,6.0,631
1,0,0.06,10.28,15288.0,900.0,32.0,11,5.0,657
0,1,0.03,11.01,28243.0,950.0,30.0,5,6.0,661
1,0,0.08,11.01,12980.0,1000.0,31.0,8,10.0,644
1,0,0.07,14.91,15158.0,1000.0,27.0,4,8.0,680
1,0,0.07,7.88,15283.0,1000.0,33.0,8,7.0,674
1,0,0.06,16.32,15399.0,1000.0,28.0,8,9.0,669
0,0,0.06,8.9,15840.0,1000.0,29.0,6,9.0,688
1,0,0.05,16.32,18303.0,1000.0,29.0,7,8.0,564
0,1,0.05,7.29,21275.0,1000.0,27.0,3,5.0,673
1,0,0.04,13.49,22776.0,1000.0,28.0,4,8.0,679
0,1,0.04,10.65,25062.0,1000.0,29.0,6,10.0,695
0,1,0.17,15.33,29267.0,5000.0,35.0,10,9.0,648
1,0,0.42,15.21,44789.0,19000.0,30.0,10,5.0,681
1,0,0.35,16.82,53713.0,19000.0,28.0,6,8.0,651
1,0,0.3,14.83,63004.0,19000.0,31.0,8,10.0,555
1,0,0.28,15.68,68266.0,19000.0,33.0,11,5.0,679
0,1,0.07,7.49,29181.0,2000.0,27.0,3,8.0,679
1,0,0.27,14.09,70809.0,19000.0,28.0,7,8.0,672
1,0,0.21,14.27,29409.0,6100.0,30.0,5,10.0,643
0,1,0.24,12.84,78876.0,19000.0,32.0,12,5.0,706
0,1,0.24,11.14,79683.0,19000.0,35.0,12,7.0,614
0,1,0.22,6.54,85760.0,19000.0,29.0,5,9.0,682
0,1,0.19,11.01,101639.0,19000.0,29.0,7,10.0,638
1,0,0.26,15.96,73006.0,18950.0,30.0,11,6.0,651
1,0,0.37,7.9,51385.0,18825.0,34.0,10,10.0,701
0,1,0.23,6.62,29859.0,7000.0,30.0,8,10.0,680
1,0,0.26,9.99,72717.0,18800.0,32.0,7,7.0,658
0,0,0.16,13.57,115489.0,18600.0,34.0,14,7.0,712
0,0,0.15,14.26,120706.0,18600.0,28.0,7,8.0,670
0,0,0.2,8.9,29798.0,6000.0,27.0,4,10.0,699
0,0,0.17,16.29,30178.0,5000.0,32.0,10,9.0,671
1,0,0.3,16.02,61668.0,18500.0,28.0,3,6.0,608
1,0,0.25,12.99,73008.0,18500.0,30.0,8,5.0,658
1,0,0.25,10.99,72954.0,18500.0,27.0,3,5.0,681
0,1,0.25,12.87,75473.0,18500.0,33.0,12,9.0,652
0,1,0.2,11.01,29889.0,6000.0,27.0,5,7.0,573
0,0,0.14,7.51,135311.0,18500.0,31.0,12,7.0,615
0,1,0.24,9.91,76425.0,18400.0,33.0,9,7.0,685
0,0,0.13,11.01,145978.0,18400.0,31.0,8,10.0,698
1,0,0.33,14.27,55023.0,18250.0,29.0,8,6.0,654
0,0,0.13,7.49,29662.0,4000.0,35.0,11,7.0,657
0,0,0.2,11.01,29985.0,6000.0,30.0,6,9.0,584
1,0,0.47,10.75,38266.0,18000.0,29.0,5,7.0,647
1,0,0.35,14.65,51095.0,18000.0,29.0,7,7.0,701
0,1,0.1,7.49,29581.0,3000.0,31.0,8,10.0,588
0,1,0.13,10.59,29949.0,4000.0,29.0,3,10.0,632
0,0,0.13,12.99,29703.0,4000.0,27.0,7,6.0,692
0,1,0.32,11.99,29760.0,9600.0,28.0,5,8.0,635
1,0,0.33,13.16,54879.0,18000.0,27.0,5,7.0,611
1,0,0.32,11.01,56102.0,18000.0,34.0,11,9.0,553
1,0,0.3,8.49,60851.0,18000.0,27.0,6,9.0,661
0,0,0.07,7.29,29802.0,2000.0,32.0,10,6.0,631
1,0,0.29,8.88,61179.0,18000.0,34.0,11,9.0,671
1,0,0.29,13.48,61266.0,18000.0,31.0,8,9.0,611
0,1,0.21,8.49,29612.0,6250.0,27.0,4,8.0,618
1,0,0.29,14.96,62708.0,18000.0,27.0,4,8.0,693
1,0,0.29,13.85,62811.0,18000.0,34.0,9,10.0,683
1,0,0.27,10.99,65537.0,18000.0,29.0,8,6.0,674
1,0,0.27,10.38,66752.0,18000.0,32.0,11,7.0,588
0,1,0.27,10.37,29686.0,8000.0,28.0,3,5.0,579
1,0,0.26,11.01,69230.0,18000.0,29.0,6,8.0,638
0,1,0.25,8.49,72999.0,18000.0,33.0,11,5.0,659
0,1,0.08,7.29,29871.0,2500.0,30.0,6,6.0,522
0,0,0.25,14.65,73382.0,18000.0,28.0,7,5.0,681
0,1,0.23,10.65,76675.0,18000.0,28.0,8,9.0,685
0,1,0.23,11.11,77568.0,18000.0,27.0,1,8.0,644
0,1,0.23,8.38,77921.0,18000.0,30.0,6,7.0,632
1,0,0.25,12.18,71916.0,18000.0,27.0,3,9.0,638
0,1,0.22,9.99,80096.0,18000.0,35.0,13,8.0,606
0,1,0.22,10.08,82417.0,18000.0,33.0,10,6.0,528
0,0,0.22,10.0,82456.0,18000.0,29.0,9,9.0,718
0,1,0.21,10.25,84875.0,18000.0,27.0,5,9.0,561
0,0,0.05,7.14,30228.0,1500.0,28.0,5,10.0,645
1,0,0.23,11.58,77862.0,18000.0,28.0,6,6.0,635
0,0,0.21,11.89,85214.0,18000.0,33.0,13,9.0,624
0,1,0.21,15.95,87468.0,18000.0,34.0,12,8.0,633
1,0,0.22,13.11,81369.0,18000.0,33.0,10,7.0,576
0,1,0.2,8.9,91087.0,18000.0,31.0,8,6.0,679
0,0,0.08,13.98,29781.0,2400.0,34.0,10,9.0,653
0,1,0.19,8.9,94282.0,18000.0,34.0,11,9.0,583
0,0,0.26,7.88,29363.0,7500.0,30.0,9,9.0,708
0,0,0.19,10.59,96756.0,18000.0,28.0,9,10.0,567
0,1,0.19,11.49,97125.0,18000.0,28.0,6,6.0,630
0,0,0.19,10.39,97181.0,18000.0,27.0,6,8.0,643
0,1,0.18,10.99,99261.0,18000.0,28.0,6,6.0,539
0,1,0.31,11.01,29882.0,9200.0,27.0,8,9.0,608
0,1,0.2,10.25,29617.0,6000.0,33.0,11,6.0,680
1,0,0.2,17.04,89735.0,18000.0,29.0,6,10.0,710
0,1,0.34,11.01,29566.0,10000.0,29.0,5,6.0,653
0,1,0.17,7.49,107653.0,18000.0,28.0,4,10.0,629
0,1,0.17,12.42,109052.0,18000.0,31.0,11,8.0,640
1,0,0.19,18.79,94681.0,18000.0,31.0,8,9.0,609
0,0,0.16,8.94,109125.0,18000.0,30.0,8,8.0,645
0,0,0.15,13.49,121719.0,18000.0,34.0,12,10.0,590
0,1,0.15,11.01,120927.0,18000.0,32.0,10,5.0,548
0,1,0.15,7.88,121131.0,18000.0,27.0,5,5.0,686
0,1,0.15,12.18,122826.0,18000.0,30.0,6,7.0,653
0,0,0.15,10.0,123260.0,18000.0,31.0,7,10.0,639
1,0,0.17,11.58,108844.0,18000.0,33.0,11,10.0,637
0,0,0.14,16.82,124610.0,18000.0,33.0,13,6.0,564
0,1,0.14,9.91,132711.0,18000.0,27.0,2,5.0,694
0,1,0.04,8.94,29760.0,1200.0,31.0,10,5.0,670
0,1,0.2,8.94,29477.0,6000.0,30.0,7,7.0,632
0,1,0.11,8.49,159382.0,18000.0,27.0,5,9.0,647
1,0,0.14,13.99,124214.0,18000.0,27.0,4,7.0,626
0,1,0.11,11.01,169148.0,18000.0,33.0,10,9.0,591
0,1,0.09,5.79,211171.0,18000.0,30.0,8,10.0,596
1,0,0.09,14.46,202369.0,18000.0,30.0,7,9.0,656
1,0,0.49,8.49,36778.0,17975.0,33.0,8,8.0,696
0,1,0.36,11.01,30156.0,11000.0,27.0,6,6.0,608
0,1,0.23,7.9,78766.0,17900.0,34.0,15,8.0,603
0,1,0.2,12.53,29556.0,6000.0,27.0,8,9.0,717
0,1,0.17,9.32,29920.0,5000.0,28.0,4,10.0,566
1,0,0.45,11.49,39586.0,17725.0,27.0,8,8.0,617
0,1,0.14,10.99,127809.0,17700.0,31.0,6,6.0,644
1,0,0.38,12.69,46240.0,17625.0,27.0,4,7.0,668
0,1,0.07,9.2,29908.0,2000.0,34.0,7,7.0,630
0,1,0.19,13.48,93667.0,17600.0,29.0,7,8.0,641
0,0,0.16,14.26,106805.0,17600.0,29.0,3,6.0,671
0,0,0.1,8.7,184636.0,17600.0,29.0,6,8.0,604
0,1,0.07,13.23,246870.0,17600.0,28.0,7,10.0,588
1,0,0.33,11.01,53843.0,17500.0,28.0,7,10.0,599
1,0,0.32,14.35,54735.0,17500.0,28.0,5,10.0,638
1,0,0.3,12.42,59313.0,17500.0,27.0,4,9.0,628
1,0,0.29,12.84,60939.0,17500.0,35.0,14,5.0,700
0,1,0.28,11.01,30622.0,8500.0,27.0,4,8.0,631
1,0,0.16,8.9,30698.0,4800.0,32.0,12,7.0,552
0,1,0.25,13.57,70433.0,17500.0,33.0,9,10.0,622
0,1,0.16,15.28,111878.0,17500.0,33.0,13,6.0,654
0,0,0.13,14.72,138220.0,17500.0,31.0,7,6.0,624
0,0,0.12,12.87,144987.0,17500.0,29.0,2,8.0,622
0,0,0.02,11.48,764203.0,17500.0,31.0,10,10.0,649
1,0,0.41,7.66,42815.0,17475.0,29.0,5,5.0,624
1,0,0.32,11.99,55030.0,17475.0,27.0,4,8.0,633
1,0,0.24,15.05,71508.0,17400.0,32.0,7,6.0,630
0,0,0.2,5.99,30742.0,6000.0,28.0,4,7.0,598
0,1,0.22,12.99,30551.0,6600.0,33.0,10,6.0,659
1,0,0.26,19.42,65995.0,17250.0,35.0,14,10.0,683
0,1,0.19,14.27,91333.0,17200.0,29.0,7,8.0,631
1,0,0.18,17.49,94584.0,17200.0,27.0,2,7.0,686
1,0,0.41,11.48,41577.0,17000.0,33.0,8,9.0,618
0,1,0.19,9.25,31216.0,6000.0,31.0,12,9.0,651
1,0,0.38,13.49,45251.0,17000.0,35.0,14,10.0,707
1,0,0.31,14.72,55418.0,17000.0,28.0,2,10.0,602
1,0,0.29,7.88,58614.0,17000.0,35.0,14,6.0,575
1,0,0.25,7.88,67056.0,17000.0,27.0,3,5.0,582
1,0,0.25,11.01,66809.0,17000.0,30.0,5,9.0,672
0,1,0.23,11.01,73279.0,17000.0,27.0,3,10.0,730
0,1,0.23,14.96,73251.0,17000.0,29.0,6,8.0,626
0,1,0.23,11.49,74140.0,17000.0,32.0,7,5.0,702
0,0,0.21,8.49,79169.0,17000.0,34.0,12,8.0,666
0,1,0.27,7.9,30915.0,8500.0,29.0,8,5.0,620
0,1,0.34,14.27,31315.0,10625.0,28.0,10,6.0,642
0,1,0.18,5.79,96932.0,17000.0,28.0,7,6.0,666
0,1,0.18,13.85,97024.0,17000.0,28.0,4,8.0,671
0,0,0.17,7.88,102960.0,17000.0,35.0,12,6.0,688
0,0,0.1,8.9,30842.0,3000.0,31.0,6,8.0,643
0,1,0.15,14.54,111175.0,17000.0,31.0,9,10.0,660
0,0,0.19,6.62,31039.0,6000.0,33.0,10,8.0,571
0,1,0.12,11.12,138994.0,17000.0,32.0,13,6.0,644
0,1,0.3,10.99,31071.0,9175.0,32.0,7,10.0,596
0,0,0.11,13.49,31276.0,3500.0,31.0,5,9.0,695
0,0,0.24,8.49,31039.0,7475.0,29.0,7,6.0,552
0,0,0.23,10.99,30917.0,7000.0,30.0,9,10.0,639
0,0,0.18,7.37,94550.0,16800.0,34.0,9,5.0,693
0,1,0.16,10.99,30770.0,5000.0,27.0,1,7.0,609
0,0,0.15,11.01,110197.0,16800.0,29.0,10,5.0,710
0,1,0.17,11.97,100568.0,16775.0,30.0,8,5.0,598
1,0,0.56,14.96,29696.0,16750.0,28.0,8,10.0,677
1,0,0.42,12.53,40274.0,16750.0,33.0,11,5.0,608
1,0,0.34,13.98,48567.0,16750.0,34.0,10,9.0,660
1,0,0.34,14.09,48888.0,16750.0,35.0,10,6.0,672
0,1,0.14,11.01,31309.0,4500.0,31.0,8,8.0,657
0,1,0.03,9.63,31154.0,1000.0,34.0,11,6.0,625
1,0,0.17,20.0,99545.0,16750.0,28.0,4,10.0,678
0,1,0.14,10.62,116564.0,16750.0,30.0,7,5.0,584
0,0,0.08,9.62,30847.0,2500.0,29.0,8,5.0,716
0,0,0.15,14.83,30935.0,4750.0,27.0,6,9.0,566
0,1,0.13,11.01,31114.0,4000.0,27.0,5,9.0,674
0,0,0.23,11.01,70596.0,16500.0,35.0,10,6.0,654
0,0,0.19,14.72,31047.0,6000.0,28.0,7,10.0,715
0,1,0.16,16.32,31109.0,5000.0,32.0,10,9.0,642
0,1,0.2,7.88,82717.0,16500.0,27.0,2,7.0,600
0,0,0.19,14.72,86165.0,16500.0,33.0,11,6.0,648
1,0,0.34,16.02,47878.0,16450.0,31.0,10,10.0,650
1,0,0.3,14.27,54588.0,16425.0,27.0,2,5.0,698
1,0,0.3,11.03,53783.0,16400.0,34.0,10,10.0,626
1,0,0.31,10.25,51525.0,16200.0,30.0,7,6.0,600
1,0,0.27,13.99,60767.0,16200.0,28.0,5,5.0,644
1,0,0.25,15.57,65715.0,16200.0,30.0,3,10.0,528
0,1,0.21,7.51,30926.0,6400.0,30.0,11,8.0,628
0,1,0.19,11.83,84918.0,16100.0,28.0,4,9.0,625
0,1,0.05,11.36,30849.0,1600.0,33.0,12,7.0,653
1,0,0.36,7.88,30728.0,11200.0,32.0,10,5.0,646
1,0,0.43,7.9,36952.0,16000.0,27.0,7,8.0,598
1,0,0.43,10.0,37311.0,16000.0,27.0,9,5.0,644
1,0,0.36,15.7,44271.0,16000.0,27.0,7,9.0,622
1,0,0.44,10.99,36773.0,16000.0,27.0,5,6.0,663
1,0,0.33,9.91,48924.0,16000.0,27.0,2,9.0,688
1,0,0.33,11.71,48978.0,16000.0,29.0,3,6.0,649
1,0,0.33,11.48,49005.0,16000.0,30.0,7,8.0,605
0,1,0.08,14.42,31345.0,2400.0,31.0,10,8.0,534
0,1,0.1,12.53,30873.0,3000.0,33.0,14,10.0,605
1,0,0.35,12.99,45230.0,16000.0,34.0,12,9.0,640
1,0,0.3,11.01,53849.0,16000.0,29.0,5,9.0,584
1,0,0.29,10.0,55197.0,16000.0,35.0,11,10.0,655
0,1,0.06,12.42,31131.0,2000.0,30.0,9,7.0,556
1,0,0.33,12.73,47864.0,16000.0,27.0,6,8.0,677
1,0,0.28,11.71,57412.0,16000.0,29.0,8,8.0,588
1,0,0.27,13.85,59044.0,16000.0,28.0,6,7.0,620
1,0,0.27,14.22,58337.0,16000.0,27.0,8,5.0,592
1,0,0.26,9.91,61149.0,16000.0,35.0,17,5.0,646
0,1,0.14,5.42,31528.0,4500.0,27.0,2,6.0,573
1,0,0.3,13.99,53911.0,16000.0,35.0,14,8.0,709
